"","year","month","month.year","policy01","policy02","policy03","policy04","policy05","policy06","policy07","policy08","policy09","policy10","policy11","policy12","policy13","policy14","policy15","policy16","policy17","policy18","policy19","policy20","policy21","policy22","policy23","total.attention","p01","p02","p03","p04","p05","p06","p07","p08","p09","p10","p11","p12","p13","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","entropy","herfindahl","date","entropy.ma3","entropy.ma6","epu"
"290",2009,10,Oct 2009,3,4,14,4,5,4,9,8,1,8,0,7,1,7,24,18,9,3,19,23,7,0,0,178,0.0168539325842697,0.0224719101123595,0.0786516853932584,0.0224719101123595,0.0280898876404494,0.0224719101123595,0.050561797752809,0.0449438202247191,0.00561797752808989,0.0449438202247191,0,0.0393258426966292,0.00561797752808989,0.0393258426966292,0.134831460674157,0.101123595505618,0.050561797752809,0.0168539325842697,0.106741573033708,0.129213483146067,0.0393258426966292,0,0,0.89327926893106,0.0333796237848756,2009-10-01,0.793834849056606,0.827102411821246,138.1305542
"291",2009,11,Nov 2009,3,2,4,1,1,1,12,0,0,4,0,7,3,4,12,7,4,0,7,15,9,0,0,96,0.03125,0.0208333333333333,0.0416666666666667,0.0104166666666667,0.0104166666666667,0.0104166666666667,0.125,0,0,0.0416666666666667,0,0.0729166666666667,0.03125,0.0416666666666667,0.125,0.0729166666666667,0.0416666666666667,0,0.0729166666666667,0.15625,0.09375,0,0,0.845511305642502,0.0445638020833333,2009-11-01,0.855982644435601,0.840527304008965,116.1623154
"292",2009,12,Dec 2009,8,1,7,0,0,1,8,4,1,8,0,8,2,1,18,7,7,3,18,10,8,0,0,120,0.0666666666666667,0.00833333333333333,0.0583333333333333,0,0,0.00833333333333333,0.0666666666666667,0.0333333333333333,0.00833333333333333,0.0666666666666667,0,0.0666666666666667,0.0166666666666667,0.00833333333333333,0.15,0.0583333333333333,0.0583333333333333,0.025,0.15,0.0833333333333333,0.0666666666666667,0,0,0.857142342946147,0.041,2009-12-01,0.869395287286781,0.836450584044186,121.2210236
"301",2010,1,Jan 2010,5,1,2,0,0,1,1,3,0,2,0,3,1,0,11,8,2,1,11,7,1,0,0,60,0.0833333333333333,0.0166666666666667,0.0333333333333333,0,0,0.0166666666666667,0.0166666666666667,0.05,0,0.0333333333333333,0,0.05,0.0166666666666667,0,0.183333333333333,0.133333333333333,0.0333333333333333,0.0166666666666667,0.183333333333333,0.116666666666667,0.0166666666666667,0,0,0.787492570235769,0.0713333333333333,2010-01-01,0.851326824294325,0.836720523126584,149.3592834
"305",2010,2,Feb 2010,13,1,10,1,4,4,4,5,0,8,0,6,0,0,13,25,5,0,15,21,4,0,0,139,0.0935251798561151,0.00719424460431655,0.0719424460431655,0.00719424460431655,0.0287769784172662,0.0287769784172662,0.0287769784172662,0.0359712230215827,0,0.0575539568345324,0,0.0431654676258993,0,0,0.0935251798561151,0.179856115107914,0.0359712230215827,0,0.107913669064748,0.151079136690647,0.0287769784172662,0,0,0.816393752610463,0.0557010506702552,2010-02-01,0.822317456590958,0.840422301539124,132.798645
"306",2010,3,Mar 2010,9,7,9,5,5,7,8,8,2,9,0,8,1,6,20,38,10,3,24,37,11,0,0,227,0.039647577092511,0.0308370044052863,0.039647577092511,0.0220264317180617,0.0220264317180617,0.0308370044052863,0.0352422907488987,0.0352422907488987,0.00881057268722467,0.039647577092511,0,0.0352422907488987,0.00440528634361234,0.026431718061674,0.0881057268722467,0.167400881057269,0.0440528634361234,0.013215859030837,0.105726872246696,0.162995594713656,0.0484581497797357,0,0,0.876911487719196,0.0446098313570999,2010-03-01,0.801943161423116,0.839963848073188,137.4700165
"307",2010,4,Apr 2010,3,6,10,3,5,12,8,7,0,6,0,7,1,4,26,24,6,2,16,20,9,0,0,175,0.0171428571428571,0.0342857142857143,0.0571428571428571,0.0171428571428571,0.0285714285714286,0.0685714285714286,0.0457142857142857,0.04,0,0.0342857142857143,0,0.04,0.00571428571428571,0.0228571428571429,0.148571428571429,0.137142857142857,0.0342857142857143,0.0114285714285714,0.0914285714285714,0.114285714285714,0.0514285714285714,0,0,0.87887609151304,0.0380114285714286,2010-04-01,0.84665262016483,0.836690291830815,137.0773926
"308",2010,5,May 2010,4,5,8,3,7,8,13,7,2,7,0,13,1,4,18,11,5,2,13,22,9,0,0,162,0.0246913580246914,0.0308641975308642,0.0493827160493827,0.0185185185185185,0.0432098765432099,0.0493827160493827,0.0802469135802469,0.0432098765432099,0.0123456790123457,0.0432098765432099,0,0.0802469135802469,0.00617283950617284,0.0246913580246914,0.111111111111111,0.0679012345679012,0.0308641975308642,0.0123456790123457,0.0802469135802469,0.135802469135802,0.0555555555555556,0,0,0.913577060401893,0.0256973022405121,2010-05-01,0.877893789616119,0.843363249004923,151.1034241
"309",2010,6,Jun 2010,2,6,11,3,4,3,18,15,1,9,0,4,0,2,15,17,7,5,10,11,9,0,0,152,0.0131578947368421,0.0394736842105263,0.0723684210526316,0.0197368421052632,0.0263157894736842,0.0197368421052632,0.118421052631579,0.0986842105263158,0.00657894736842105,0.0592105263157895,0,0.0263157894736842,0,0.0131578947368421,0.0986842105263158,0.111842105263158,0.0460526315789474,0.0328947368421053,0.0657894736842105,0.0723684210526316,0.0592105263157895,0,0,0.894604246394766,0.0288954293628809,2010-06-01,0.896226575957467,0.854650192496072,140.5691528
"310",2010,7,Jul 2010,10,2,13,6,6,3,11,8,1,7,0,11,4,1,16,21,4,1,15,11,6,0,0,157,0.0636942675159236,0.0127388535031847,0.0828025477707006,0.0382165605095541,0.0382165605095541,0.0191082802547771,0.0700636942675159,0.0509554140127389,0.00636942675159236,0.0445859872611465,0,0.0700636942675159,0.0254777070063694,0.00636942675159236,0.101910828025478,0.133757961783439,0.0254777070063694,0.00636942675159236,0.0955414012738854,0.0700636942675159,0.0382165605095541,0,0,0.901967887741976,0.0276562943729969,2010-07-01,0.90409065339833,0.876072527727872,180.0144501
"311",2010,8,Aug 2010,5,0,2,2,0,3,2,0,0,0,0,0,1,0,5,2,0,0,3,3,3,0,0,31,0.161290322580645,0,0.0645161290322581,0.0645161290322581,0,0.0967741935483871,0.0645161290322581,0,0,0,0,0,0.032258064516129,0,0.161290322580645,0.0645161290322581,0,0,0.0967741935483871,0.0967741935483871,0.0967741935483871,0,0,0.758959004842389,0.0625390218522373,2010-08-01,0.898286067068371,0.893187354754174,147.3090973
"312",2010,9,Sep 2010,0,6,14,4,2,5,4,7,1,10,0,8,0,5,22,19,2,3,14,11,6,0,0,143,0,0.041958041958042,0.0979020979020979,0.027972027972028,0.013986013986014,0.034965034965035,0.027972027972028,0.048951048951049,0.00699300699300699,0.0699300699300699,0,0.0559440559440559,0,0.034965034965035,0.153846153846154,0.132867132867133,0.013986013986014,0.020979020979021,0.0979020979020979,0.0769230769230769,0.041958041958042,0,0,0.86692900336495,0.0394982639737885,2010-09-01,0.830463446292182,0.869596858178813,182.146698
"302",2010,10,Oct 2010,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,2,0,0,9,0,0,0,0,0.111111111111111,0,0,0,0,0.111111111111111,0,0,0,0,0.333333333333333,0.111111111111111,0,0,0.111111111111111,0,0.222222222222222,0,0,0.550821289258227,0.17037037037037,2010-10-01,0.81294400410367,0.867207440549195,163.4249115
"303",2010,11,Nov 2010,0,1,1,0,1,0,1,1,0,2,0,0,3,0,4,4,1,2,4,3,1,0,0,29,0,0.0344827586206897,0.0344827586206897,0,0.0344827586206897,0,0.0344827586206897,0.0344827586206897,0,0.0689655172413793,0,0,0.103448275862069,0,0.137931034482759,0.137931034482759,0.0344827586206897,0.0689655172413793,0.137931034482759,0.103448275862069,0.0344827586206897,0,0,0.811539817056736,0.0511296076099881,2010-11-01,0.708875146311589,0.794656286320462,179.1355743
"304",2010,12,Dec 2010,1,2,3,0,1,0,1,0,0,1,0,0,0,0,8,3,2,0,3,4,0,0,0,29,0.0344827586206897,0.0689655172413793,0.103448275862069,0,0.0344827586206897,0,0.0344827586206897,0,0,0.0344827586206897,0,0,0,0,0.275862068965517,0.103448275862069,0.0689655172413793,0,0.103448275862069,0.137931034482759,0,0,0,0.711405044307797,0.0985731272294887,2010-12-01,0.681180553157481,0.778043400452855,165.4078522
"313",2011,1,Jan 2011,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8,0.375,0,0.25,0,0,0,0,0,0,0.125,0,0,0,0,0,0.125,0,0,0,0,0.125,0,0,0.490774881398672,0.2125,2011-01-01,0.761472430682266,0.73993083176602,142.1704559
"317",2011,2,Feb 2011,2,1,4,2,1,0,2,1,0,3,0,2,1,0,2,7,2,0,2,5,2,0,0,39,0.0512820512820513,0.0256410256410256,0.102564102564103,0.0512820512820513,0.0256410256410256,0,0.0512820512820513,0.0256410256410256,0,0.0769230769230769,0,0.0512820512820513,0.0256410256410256,0,0.0512820512820513,0.179487179487179,0.0512820512820513,0,0.0512820512820513,0.128205128205128,0.0512820512820513,0,0,0.852973440812154,0.0431952662721894,2011-02-01,0.601089962853235,0.686294007077277,145.5088959
"318",2011,3,Mar 2011,2,4,10,2,3,2,12,10,2,6,0,8,0,0,10,28,6,4,5,22,2,0,0,138,0.0144927536231884,0.0289855072463768,0.072463768115942,0.0144927536231884,0.0217391304347826,0.0144927536231884,0.0869565217391304,0.072463768115942,0.0144927536231884,0.0434782608695652,0,0.0579710144927536,0,0,0.072463768115942,0.202898550724638,0.0434782608695652,0.0289855072463768,0.036231884057971,0.159420289855072,0.0144927536231884,0,0,0.838422864041532,0.0566320100819156,2011-03-01,0.671874161105413,0.683502894566717,174.3543701
"319",2011,4,Apr 2011,1,4,5,0,3,0,7,9,1,7,0,6,1,1,11,9,4,2,8,9,5,0,0,93,0.010752688172043,0.043010752688172,0.0537634408602151,0,0.032258064516129,0,0.0752688172043011,0.0967741935483871,0.010752688172043,0.0752688172043011,0,0.0645161290322581,0.010752688172043,0.010752688172043,0.118279569892473,0.0967741935483871,0.043010752688172,0.021505376344086,0.0860215053763441,0.0967741935483871,0.0537634408602151,0,0,0.880601921812353,0.0302462712452307,2011-04-01,0.845698152426843,0.741023209523378,157.4958954
"320",2011,5,May 2011,7,4,10,2,2,0,4,16,1,9,0,7,0,2,14,17,8,4,9,14,6,0,0,136,0.0514705882352941,0.0294117647058824,0.0735294117647059,0.0147058823529412,0.0147058823529412,0,0.0294117647058824,0.117647058823529,0.00735294117647059,0.0661764705882353,0,0.0514705882352941,0,0.0147058823529412,0.102941176470588,0.125,0.0588235294117647,0.0294117647058824,0.0661764705882353,0.102941176470588,0.0441176470588235,0,0,0.878391101635965,0.0327692474048443,2011-05-01,0.859512392926942,0.754835630474502,126.19207
"321",2011,6,Jun 2011,9,2,12,4,3,3,9,13,1,12,0,13,5,3,17,4,7,3,13,25,9,0,0,167,0.0538922155688623,0.0119760479041916,0.0718562874251497,0.0239520958083832,0.0179640718562874,0.0179640718562874,0.0538922155688623,0.0778443113772455,0.00598802395209581,0.0718562874251497,0,0.0778443113772455,0.029940119760479,0.0179640718562874,0.101796407185629,0.0239520958083832,0.0419161676646707,0.0179640718562874,0.0778443113772455,0.149700598802395,0.0538922155688623,0,0,0.904233216288092,0.0290257807737818,2011-06-01,0.879496511724159,0.788232841940135,158.088623
"322",2011,7,Jul 2011,11,4,16,2,6,4,6,10,2,9,0,6,2,1,17,19,8,0,9,14,6,0,0,152,0.0723684210526316,0.0263157894736842,0.105263157894737,0.0131578947368421,0.0394736842105263,0.0263157894736842,0.0394736842105263,0.0657894736842105,0.0131578947368421,0.0592105263157895,0,0.0394736842105263,0.0131578947368421,0.00657894736842105,0.111842105263158,0.125,0.0526315789473684,0,0.0592105263157895,0.0921052631578947,0.0394736842105263,0,0,0.895423707942052,0.0289863227146814,2011-07-01,0.891312158962028,0.870924508918019,197.9163513
"323",2011,8,Aug 2011,1,0,1,1,1,1,1,1,0,3,0,1,0,1,5,2,0,0,3,1,3,0,0,26,0.0384615384615385,0,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0.0384615384615385,0,0.115384615384615,0,0.0384615384615385,0,0.0384615384615385,0.192307692307692,0.0769230769230769,0,0,0.115384615384615,0.0384615384615385,0.115384615384615,0,0,0.82606760684799,0.0525147928994083,2011-08-01,0.899828462115072,0.879414562343999,245.1267242
"324",2011,9,Sep 2011,11,4,10,1,4,6,8,8,2,5,0,7,3,3,18,15,5,2,12,8,8,0,0,140,0.0785714285714286,0.0285714285714286,0.0714285714285714,0.00714285714285714,0.0285714285714286,0.0428571428571429,0.0571428571428571,0.0571428571428571,0.0142857142857143,0.0357142857142857,0,0.05,0.0214285714285714,0.0214285714285714,0.128571428571429,0.107142857142857,0.0357142857142857,0.0142857142857143,0.0857142857142857,0.0571428571428571,0.0571428571428571,0,0,0.920852519676278,0.0230714285714286,2011-09-01,0.860745657395021,0.87694351090529,204.6297913
"314",2011,10,Oct 2011,7,1,10,2,9,2,14,7,4,5,0,6,1,3,26,20,5,1,16,8,10,0,0,157,0.0445859872611465,0.00636942675159236,0.0636942675159236,0.0127388535031847,0.0573248407643312,0.0127388535031847,0.089171974522293,0.0445859872611465,0.0254777070063694,0.0318471337579618,0,0.0382165605095541,0.00636942675159236,0.0191082802547771,0.165605095541401,0.127388535031847,0.0318471337579618,0.00636942675159236,0.101910828025478,0.0509554140127389,0.0636942675159236,0,0,0.87812225654897,0.0391577751632926,2011-10-01,0.873460063262134,0.884993630478076,159.7395782
"315",2011,11,Nov 2011,5,3,7,0,3,4,8,9,0,4,0,8,1,4,16,20,8,0,23,11,9,0,0,143,0.034965034965035,0.020979020979021,0.048951048951049,0,0.020979020979021,0.027972027972028,0.0559440559440559,0.0629370629370629,0,0.027972027972028,0,0.0559440559440559,0.00699300699300699,0.027972027972028,0.111888111888112,0.13986013986014,0.0559440559440559,0,0.160839160839161,0.0769230769230769,0.0629370629370629,0,0,0.855750080828469,0.042476404714167,2011-11-01,0.899487388112624,0.884939861460676,166.3390198
"316",2011,12,Dec 2011,3,2,7,2,2,0,4,3,1,3,0,10,3,2,18,5,3,2,10,5,3,0,0,88,0.0340909090909091,0.0227272727272727,0.0795454545454545,0.0227272727272727,0.0227272727272727,0,0.0454545454545455,0.0340909090909091,0.0113636363636364,0.0340909090909091,0,0.113636363636364,0.0340909090909091,0.0227272727272727,0.204545454545455,0.0568181818181818,0.0340909090909091,0.0227272727272727,0.113636363636364,0.0568181818181818,0.0340909090909091,0,0,0.873251695701618,0.0468104338842975,2011-12-01,0.86693616868872,0.875243234368752,189.3983612
"325",2012,1,Jan 2012,2,2,0,4,0,0,1,3,0,1,0,0,1,0,4,6,0,0,7,10,0,0,0,41,0.0487804878048781,0.0487804878048781,0,0.0975609756097561,0,0,0.024390243902439,0.0731707317073171,0,0.024390243902439,0,0,0.024390243902439,0,0.0975609756097561,0.146341463414634,0,0,0.170731707317073,0.24390243902439,0,0,0,0.702580415963774,0.0980368828078525,2012-01-01,0.864500888265044,0.870808831920665,178.2865295
"329",2012,2,Feb 2012,10,3,10,3,9,3,10,5,1,6,0,6,1,3,15,30,7,2,17,20,11,0,0,172,0.0581395348837209,0.0174418604651163,0.0581395348837209,0.0174418604651163,0.0523255813953488,0.0174418604651163,0.0581395348837209,0.0290697674418605,0.00581395348837209,0.0348837209302326,0,0.0348837209302326,0.00581395348837209,0.0174418604651163,0.0872093023255814,0.174418604651163,0.0406976744186047,0.0116279069767442,0.0988372093023256,0.116279069767442,0.063953488372093,0,0,0.881614506473275,0.0388723634396971,2012-02-01,0.787916055832696,0.846111393743822,149.637085
"330",2012,3,Mar 2012,9,4,15,6,4,3,4,12,2,9,0,4,4,5,20,53,13,1,18,36,17,0,0,239,0.0376569037656904,0.0167364016736402,0.0627615062761506,0.0251046025104603,0.0167364016736402,0.0125523012552301,0.0167364016736402,0.0502092050209205,0.00836820083682008,0.0376569037656904,0,0.0167364016736402,0.0167364016736402,0.0209205020920502,0.0836820083682008,0.221757322175732,0.0543933054393305,0.00418410041841004,0.0753138075313808,0.150627615062762,0.0711297071129707,0,0,0.844918038077824,0.0597958719210098,2012-03-01,0.792097461218524,0.838263791103221,137.5531158
"331",2012,4,Apr 2012,5,3,6,3,4,1,3,10,2,4,0,4,1,3,11,13,5,3,15,11,4,0,0,111,0.045045045045045,0.027027027027027,0.0540540540540541,0.027027027027027,0.036036036036036,0.00900900900900901,0.027027027027027,0.0900900900900901,0.018018018018018,0.036036036036036,0,0.036036036036036,0.00900900900900901,0.027027027027027,0.0990990990990991,0.117117117117117,0.045045045045045,0.027027027027027,0.135135135135135,0.0990990990990991,0.036036036036036,0,0,0.905842111570276,0.0298514730947163,2012-04-01,0.863266272275549,0.831622947408992,136.5966949
"332",2012,5,May 2012,6,2,11,0,3,2,1,9,2,5,0,8,1,2,15,7,5,5,12,7,7,0,0,110,0.0545454545454545,0.0181818181818182,0.1,0,0.0272727272727273,0.0181818181818182,0.00909090909090909,0.0818181818181818,0.0181818181818182,0.0454545454545455,0,0.0727272727272727,0.00909090909090909,0.0181818181818182,0.136363636363636,0.0636363636363636,0.0454545454545455,0.0454545454545455,0.109090909090909,0.0636363636363636,0.0636363636363636,0,0,0.893493028190822,0.0298347107438016,2012-05-01,0.87538007482405,0.841641353557353,158.5619659
"333",2012,6,Jun 2012,7,5,11,0,2,2,12,10,0,5,0,10,1,1,25,16,7,3,12,9,5,0,1,144,0.0486111111111111,0.0347222222222222,0.0763888888888889,0,0.0138888888888889,0.0138888888888889,0.0833333333333333,0.0694444444444444,0,0.0347222222222222,0,0.0694444444444444,0.00694444444444444,0.00694444444444444,0.173611111111111,0.111111111111111,0.0486111111111111,0.0208333333333333,0.0833333333333333,0.0625,0.0347222222222222,0,0.00694444444444444,0.870246257264046,0.0393229166666667,2012-06-01,0.899667569880549,0.845689620055194,194.6105804
"334",2012,7,Jul 2012,4,5,12,2,1,9,10,13,3,10,0,6,1,0,23,16,8,4,12,8,7,0,0,154,0.025974025974026,0.0324675324675325,0.0779220779220779,0.012987012987013,0.00649350649350649,0.0584415584415584,0.0649350649350649,0.0844155844155844,0.0194805194805195,0.0649350649350649,0,0.038961038961039,0.00649350649350649,0,0.149350649350649,0.103896103896104,0.051948051948052,0.025974025974026,0.0779220779220779,0.051948051948052,0.0454545454545455,0,0,0.893538772718753,0.030047225501771,2012-07-01,0.881869642727434,0.879222788315249,184.8796997
"335",2012,8,Aug 2012,3,1,3,1,0,1,1,2,0,4,0,1,0,1,7,3,1,0,5,4,5,0,0,43,0.0697674418604651,0.0232558139534884,0.0697674418604651,0.0232558139534884,0,0.0232558139534884,0.0232558139534884,0.0465116279069767,0,0.0930232558139535,0,0.0232558139534884,0,0.0232558139534884,0.162790697674419,0.0697674418604651,0.0232558139534884,0,0.116279069767442,0.0930232558139535,0.116279069767442,0,0,0.837582730892289,0.0459707950243375,2012-08-01,0.8818925149914,0.881607641564344,152.3534546
"336",2012,9,Sep 2012,3,1,6,0,2,3,5,4,0,10,0,3,1,1,9,21,5,0,8,8,3,0,0,93,0.032258064516129,0.010752688172043,0.0645161290322581,0,0.021505376344086,0.032258064516129,0.0537634408602151,0.043010752688172,0,0.10752688172043,0,0.032258064516129,0.010752688172043,0.010752688172043,0.0967741935483871,0.225806451612903,0.0537634408602151,0,0.0860215053763441,0.0860215053763441,0.032258064516129,0,0,0.828440360302584,0.0586541796739508,2012-09-01,0.865560751805521,0.880140580127237,175.2770538
"326",2012,10,Oct 2012,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.166666666666667,0,0.166666666666667,0,0,0,0,0,0,0.588519055411483,0.125,2012-10-01,0.833011545597436,0.864660229873699,165.9444885
"327",2012,11,Nov 2012,1,0,5,0,0,0,1,1,0,4,0,2,1,0,4,3,3,1,3,2,1,0,0,32,0.03125,0,0.15625,0,0,0,0.03125,0.03125,0,0.125,0,0.0625,0.03125,0,0.125,0.09375,0.09375,0.03125,0.09375,0.0625,0.03125,0,0,0.811969556970169,0.05048828125,2012-11-01,0.708479707857033,0.803665435317831,187.4906464
"328",2012,12,Dec 2012,1,1,2,0,1,0,0,2,1,2,0,1,0,1,10,1,3,0,7,4,0,0,0,37,0.027027027027027,0.027027027027027,0.0540540540540541,0,0.027027027027027,0,0,0.0540540540540541,0.027027027027027,0.0540540540540541,0,0.027027027027027,0,0.027027027027027,0.27027027027027,0.027027027027027,0.0810810810810811,0,0.189189189189189,0.108108108108108,0,0,0,0.745306997109997,0.098027757487217,2012-12-01,0.700244306190826,0.792010095259055,192.8251648
"337",2013,1,Jan 2013,1,0,2,3,1,0,1,1,0,1,0,0,0,0,0,4,1,0,3,21,6,0,0,45,0.0222222222222222,0,0.0444444444444444,0.0666666666666667,0.0222222222222222,0,0.0222222222222222,0.0222222222222222,0,0.0222222222222222,0,0,0,0,0,0.0888888888888889,0.0222222222222222,0,0.0666666666666667,0.466666666666667,0.133333333333333,0,0,0.606489123365717,0.220148148148148,2013-01-01,0.778638277040083,0.762363740137304,157.5333099
"341",2013,2,Feb 2013,9,2,10,2,5,5,2,7,3,4,0,2,0,3,7,16,8,0,11,16,2,0,0,114,0.0789473684210526,0.0175438596491228,0.087719298245614,0.0175438596491228,0.043859649122807,0.043859649122807,0.0175438596491228,0.0614035087719298,0.0263157894736842,0.0350877192982456,0,0.0175438596491228,0,0.0263157894736842,0.0614035087719298,0.140350877192982,0.0701754385964912,0,0.0964912280701754,0.140350877192982,0.0175438596491228,0,0,0.872965786426238,0.0372576177285319,2013-02-01,0.675898060237857,0.71614501863199,114.6541138
"342",2013,3,Mar 2013,2,2,10,3,3,2,4,5,6,5,0,7,1,4,15,32,4,3,7,24,6,0,0,145,0.0137931034482759,0.0137931034482759,0.0689655172413793,0.0206896551724138,0.0206896551724138,0.0137931034482759,0.0275862068965517,0.0344827586206897,0.0413793103448276,0.0344827586206897,0,0.0482758620689655,0.00689655172413793,0.0275862068965517,0.103448275862069,0.220689655172414,0.0275862068965517,0.0206896551724138,0.0482758620689655,0.16551724137931,0.0413793103448276,0,0,0.85010283381774,0.0615172413793103,2013-03-01,0.739727454895977,0.725050103856721,124.9408112
"343",2013,4,Apr 2013,4,3,15,6,3,5,1,10,1,10,0,4,0,4,15,42,10,2,24,31,13,0,0,203,0.0197044334975369,0.0147783251231527,0.0738916256157636,0.0295566502463054,0.0147783251231527,0.0246305418719212,0.00492610837438424,0.0492610837438424,0.00492610837438424,0.0492610837438424,0,0.0197044334975369,0,0.0197044334975369,0.0738916256157636,0.206896551724138,0.0492610837438424,0.00985221674876847,0.118226600985222,0.152709359605911,0.0640394088669951,0,0,0.828099731421729,0.0609138780363513,2013-04-01,0.861534310121989,0.777366859537972,118.7104797
"344",2013,5,May 2013,1,5,10,2,2,3,6,8,6,9,0,4,0,1,19,12,9,2,22,20,6,0,0,147,0.00680272108843537,0.0340136054421769,0.0680272108843537,0.0136054421768707,0.0136054421768707,0.0204081632653061,0.0408163265306122,0.054421768707483,0.0408163265306122,0.0612244897959184,0,0.0272108843537415,0,0.00680272108843537,0.129251700680272,0.0816326530612245,0.0612244897959184,0.0136054421768707,0.149659863945578,0.136054421768707,0.0408163265306122,0,0,0.865617495242136,0.0416909620991254,2013-05-01,0.839101282619734,0.780592894428284,104.3045502
"345",2013,6,Jun 2013,1,3,11,1,5,5,7,10,1,10,0,9,2,2,18,13,8,3,17,16,7,0,0,149,0.00671140939597315,0.0201342281879195,0.0738255033557047,0.00671140939597315,0.0335570469798658,0.0335570469798658,0.0469798657718121,0.0671140939597315,0.00671140939597315,0.0671140939597315,0,0.0604026845637584,0.0134228187919463,0.0134228187919463,0.120805369127517,0.087248322147651,0.0536912751677852,0.0201342281879195,0.114093959731544,0.10738255033557,0.0469798657718121,0,0,0.895326569889054,0.0295031755326337,2013-06-01,0.846858613331933,0.804654994054712,114.616127
"346",2013,7,Jul 2013,3,3,14,1,0,4,10,13,3,8,0,4,1,3,23,13,6,2,16,22,13,0,0,162,0.0185185185185185,0.0185185185185185,0.0864197530864197,0.00617283950617284,0,0.0246913580246914,0.0617283950617284,0.0802469135802469,0.0185185185185185,0.0493827160493827,0,0.0246913580246914,0.00617283950617284,0.0185185185185185,0.141975308641975,0.0802469135802469,0.037037037037037,0.0123456790123457,0.0987654320987654,0.135802469135802,0.0802469135802469,0,0,0.865059187990837,0.0398605395518976,2013-07-01,0.880472032565595,0.862422483359379,94.03990936
"347",2013,8,Aug 2013,0,0,4,0,0,1,3,0,0,0,0,1,0,0,2,5,1,1,3,2,3,0,0,26,0,0,0.153846153846154,0,0,0.0384615384615385,0.115384615384615,0,0,0,0,0.0384615384615385,0,0,0.0769230769230769,0.192307692307692,0.0384615384615385,0.0384615384615385,0.115384615384615,0.0769230769230769,0.115384615384615,0,0,0.738502126579932,0.0742603550295858,2013-08-01,0.880192878939945,0.860841163672299,102.7706757
"348",2013,9,Sep 2013,3,2,9,2,2,4,5,2,0,4,0,5,0,2,8,8,5,0,11,12,4,0,0,88,0.0340909090909091,0.0227272727272727,0.102272727272727,0.0227272727272727,0.0227272727272727,0.0454545454545455,0.0568181818181818,0.0227272727272727,0,0.0454545454545455,0,0.0568181818181818,0,0.0227272727272727,0.0909090909090909,0.0909090909090909,0.0568181818181818,0,0.125,0.136363636363636,0.0454545454545455,0,0,0.87250367109741,0.0348786157024793,2013-09-01,0.801780657285384,0.838521022224738,144.4017792
"338",2013,10,Oct 2013,5,0,4,0,1,0,3,4,0,5,0,3,1,5,9,11,3,1,14,7,5,0,0,81,0.0617283950617284,0,0.0493827160493827,0,0.0123456790123457,0,0.037037037037037,0.0493827160493827,0,0.0617283950617284,0,0.037037037037037,0.0123456790123457,0.0617283950617284,0.111111111111111,0.135802469135802,0.037037037037037,0.0123456790123457,0.172839506172839,0.0864197530864197,0.0617283950617284,0,0,0.835597875448213,0.0474622770919067,2013-10-01,0.805502898838671,0.847401810159874,171.0222473
"339",2013,11,Nov 2013,2,3,16,2,4,2,4,0,2,5,0,5,0,4,18,8,5,0,14,12,5,0,0,111,0.018018018018018,0.027027027027027,0.144144144144144,0.018018018018018,0.036036036036036,0.018018018018018,0.036036036036036,0,0.018018018018018,0.045045045045045,0,0.045045045045045,0,0.036036036036036,0.162162162162162,0.0720720720720721,0.045045045045045,0,0.126126126126126,0.108108108108108,0.045045045045045,0,0,0.844237263956954,0.048599951302654,2013-11-01,0.854050773272811,0.841397886201089,89.90614319
"340",2013,12,Dec 2013,3,0,8,0,2,1,2,2,1,3,0,2,0,1,7,4,4,3,14,13,3,0,0,73,0.0410958904109589,0,0.10958904109589,0,0.0273972602739726,0.0136986301369863,0.0273972602739726,0.0273972602739726,0.0136986301369863,0.0410958904109589,0,0.0273972602739726,0,0.0136986301369863,0.0958904109589041,0.0547945205479452,0.0547945205479452,0.0410958904109589,0.191780821917808,0.178082191780822,0.0410958904109589,0,0,0.822661409577779,0.0613248264214674,2013-12-01,0.839917569702583,0.831180025014669,104.6021194
"349",2014,1,Jan 2014,4,2,6,2,2,3,0,5,0,9,0,3,4,1,9,12,4,6,8,39,6,0,0,125,0.032,0.016,0.048,0.016,0.016,0.024,0,0.04,0,0.072,0,0.024,0.032,0.008,0.072,0.096,0.032,0.048,0.064,0.312,0.048,0,0,0.806618221577617,0.0913216,2014-01-01,0.833449336767366,0.822700469332057,93.50074005
